what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094013718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094015262
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296094015262
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1296094019318
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296094019584
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094020972
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094021237
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296094022454
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296094028616
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094037414
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094042297
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094059057
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094063644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094073020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094081974
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094085562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094087450
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094227722
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094235164
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094237223
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094246148
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094249504
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094251641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094262474
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094312145
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094317777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094324503
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094364082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094367810
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094369620
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094375941
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094377735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094391704
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094423123
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094425494
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094442982
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1296094511093
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1296094511140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296094545585
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296094555803
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094577643
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094603274
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094607142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094685439
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094797386
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094961966
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296094989242
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296094998778
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095003741
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095098647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095145945
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095147100
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095147349
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1296095147942
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1296095148005
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1296095148098
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1296095148129
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1296095148161
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1296095148161
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1296095148161
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1296095148161
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1296095148176
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1296095148176
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1296095148192
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1296095148207
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1296095148239
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1296095148239
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1296095148254
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1296095148317
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1296095148317
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1296095148317
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1296095148379
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1296095148379
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1296095148379
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1296095148379
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1296095148379
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1296095148441
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1296095148441
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1296095148473
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1296095148488
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1296095148488
stopped,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1296095148488
stopped,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1296095148488
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1296095148488
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1296095148597
stopped,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1296095148597
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1296095175614
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1296095175630
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1296095175630
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1296095175645
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1296095175645
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1296095175645
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1296095175645
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1296095175661
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1296095175661
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1296095175676
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1296095175676
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1296095175676
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1296095175692
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1296095175692
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1296095175708
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1296095175708
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1296095175708
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1296095175723
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1296095175723
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1296095175723
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1296095175739
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1296095175754
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1296095175754
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1296095175770
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1296095175786
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1296095175786
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1296095175786
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1296095175801
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1296095175801
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1296095175817
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1296095175817
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1296095175817
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1296095175817
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1296095175832
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1296095175832
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1296095175848
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1296095175864
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1296095175864
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1296095175879
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1296095175879
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1296095175879
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1296095175879
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1296095175895
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1296095175895
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1296095175895
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1296095175895
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1296095175895
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1296095175895
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1296095175895
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1296095175895
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1296095175895
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1296095175895
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1296095175895
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1296095175910
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1296095175910
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1296095175910
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1296095175910
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1296095175910
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1296095175926
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1296095175926
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1296095175926
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1296095175926
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1296095175942
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1296095175942
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1296095175957
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1296095175957
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1296095175957
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1296095175973
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1296095175973
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1296095175973
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1296095175988
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1296095175988
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1296095175988
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1296095176004
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1296095176004
os,sysinfo,,,"win32",1296095176020
arch,sysinfo,,,"x86_64",1296095176020
ws,sysinfo,,,"win32",1296095176020
locale,sysinfo,,,"en_NZ",1296095176020
processors,sysinfo,,,"2",1296095176020
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1296095176020
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1296095176020
java.specification.name,sysinfo,,,"Java Platform API Specification",1296095176020
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296095176020
java.specification.version,sysinfo,,,"1.6",1296095176020
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1296095176020
java.version,sysinfo,,,"1.6.0_22",1296095176020
java.vm.info,sysinfo,,,"mixed mode",1296095176020
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1296095176020
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1296095176020
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296095176020
java.vm.specification.version,sysinfo,,,"1.0",1296095176020
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1296095176020
java.vm.version,sysinfo,,,"17.1-b03",1296095176020
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296095186316
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296095191557
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1296095192212
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095219450
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095221806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095224239
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296095224302
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1296095226813
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1296095227235
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095230511
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095239839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095239902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095241243
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296095242070
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095255486
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296095258372
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095259277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095263567
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296095264160
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1296095312411
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1296095312504
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1296095312551
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095313128
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095341199
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095343977
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095358750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095373757
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095375895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095388043
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296095421475
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095431771
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095437481
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296095448666
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1296095462753
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1296095462769
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296095547991
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296095549146
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296095563576
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095565526
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095591250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095594339
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095594589
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296095596071
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296095600127
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095627177
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095629892
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095644083
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095684708
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1296095688311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095691759
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095694317
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095718698
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296095721834
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1296095721866
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296095729822
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296095731569
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095733519
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095736264
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095762160
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095846713
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095852126
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095856591
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095863503
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095865577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095923132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296095932545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095953280
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296095984010
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296096011149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096016282
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096033582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096037456
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096038084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096047066
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096048549
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096049073
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096185693
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296096206338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096208533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096214845
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296096216688
